x_var,detock_lsh_p50,detock_lsh_p95,detock_lsh_p99,detock_fsh_p50,detock_fsh_p95,detock_fsh_p99,detock_mh_p50,detock_mh_p95,detock_mh_p99,detock_read_p50,detock_read_p95,detock_read_p99,detock_write_p50,detock_write_p95,detock_write_p99,janus_lsh_p50,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p95,janus_mh_p99,janus_read_p50,janus_read_p95,janus_read_p99,janus_write_p50,janus_write_p95,janus_write_p99,calvin_lsh_p50,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p95,calvin_mh_p99,calvin_read_p50,calvin_read_p95,calvin_read_p99,calvin_write_p50,calvin_write_p95,calvin_write_p99,slog_lsh_p50,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p95,slog_mh_p99,slog_read_p50,slog_read_p95,slog_read_p99,slog_write_p50,slog_write_p95,slog_write_p99
0.0,8.548612,19.557717899999997,37.118024399999946,129.439397,250.4696321,277.26166454,,,,,,,,,,567.4749215,1939.5797194999998,2852.3612539899964,,,,,,,,,,,,,191.841134,1293.7560283999999,1724.3994139199992,,,,,,,,,,,,,9.228698,24.97831525,106.66309840000048,162.289405,314.2546677999998,588.5528831400005,,,,,,,,,
0.1,8.891575499999998,18.839891849999997,31.2282036,129.272266,249.79531999999998,262.4580939,,,,,,,,,,370.849718,2457.3895046,4271.050537760009,,,,,,,,,,,,,169.89540499999998,516.5465789499999,908.4968379399999,,,,,,,,,,,,,9.086098,24.678275999999926,178.4072738999998,162.4270085,611.5433092499995,2854.9125568300187,,,,,,,,,
0.2,9.036966,19.938808699999992,34.96326799999997,129.315757,249.2112185,263.41835139999995,,,,,,,,,,561.913231,2033.2296115999998,2703.1030521600005,,,,,,,,,,,,,175.267464,795.6257829999997,936.5459468400002,,,,,,,,,,,,,8.956974500000001,25.271453799999946,281.9179053599992,160.993483,357.80528639999994,656.6356893199999,,,,,,,,,
0.3,9.1352345,20.64497325,40.36289384999999,129.1501015,250.04619749999998,270.52843161000004,,,,,,,,,,488.1408415,2420.3318579999973,3514.0753602700065,,,,,,,,,,,,,189.550227,746.472082,986.789247,,,,,,,,,,,,,9.037345,22.59934599999999,143.96074917999994,161.1346005,309.3844108999999,1164.7643053599943,,,,,,,,,
0.4,8.667121,18.12010999999998,31.766051079999766,128.59168649999998,249.14774805,263.79266420999994,,,,,,,,,,607.9692375,1935.595276449998,2997.3591053699965,,,,,,,,,,,,,165.1104435,806.26458675,1074.64753845,,,,,,,,,,,,,9.076519,22.205401000000002,112.08804849999987,161.57102,301.6812647999995,957.7185209599996,,,,,,,,,
0.5,8.7995385,18.459083399999994,34.23424621000002,129.1714685,248.22645729999996,262.65471674,,,,,,,,,,516.5248134999999,2403.4008828499996,4039.76835384,,,,,,,,,,,,,171.088806,510.2367851999998,737.0925066799999,,,,,,,,,,,,,9.257269,22.48690039999997,105.61834244000022,162.195324,350.3330843999999,901.6722549199989,,,,,,,,,
0.6,8.456223,17.144867199999997,31.60204464000007,128.07233,248.2104195,264.11468269999995,,,,,,,,,,537.6192845,2454.9936958499993,3967.1863263700047,,,,,,,,,,,,,170.049821,712.8927484999997,971.6910327400001,,,,,,,,,,,,,11.064484499999999,31.303026099999983,100.68091817999911,165.640114,282.4901796,319.7816960399996,,,,,,,,,
0.7,9.266169,19.9536424,33.116442479999996,128.617713,248.4401173,263.0031107,,,,,,,,,,637.5805465,2230.7493595,6381.492931640004,,,,,,,,,,,,,169.988095,543.1594019999999,887.4316521599995,,,,,,,,,,,,,11.775884999999999,32.33838799999998,182.47145160999972,169.57511449999998,350.0519257999998,978.4867330199995,,,,,,,,,
0.8,9.411447,18.851532,30.805851960000002,128.400375,228.40067565,259.1138441,,,,,,,,,,458.67865,2551.967618099996,4233.59351123,,,,,,,,,,,,,161.349876,439.3522307999986,596.3038166599997,,,,,,,,,,,,,9.183267,23.64730439999998,65.50542135999999,161.023847,283.212616,413.02498520000034,,,,,,,,,
0.9,9.192476,19.680449899999996,34.06181911999991,132.292316,256.488125,923.0485618400035,,,,,,,,,,510.290578,2140.5814729,3041.1981224300052,,,,,,,,,,,,,162.528794,480.11667575,658.7355403499997,,,,,,,,,,,,,9.2699535,24.974832699999972,86.18131978000024,161.914009,286.21316179999997,404.52959119999844,,,,,,,,,
1.0,12.1835965,26.482331149999997,42.36185291999999,138.3568625,256.955383,272.57534725,,,,,,,,,,481.486288,2418.5328545999987,4086.962704810003,,,,,,,,,,,,,165.124455,481.077313,691.2431531399993,,,,,,,,,,,,,9.143733000000001,27.256846149999998,125.06323930999946,162.18378,338.43134664999985,886.1023777499846,,,,,,,,,
