x_var,detock_cpu_usage_percent,detock_mem_usage_percent,detock_net_usage_percent,detock_disk_usage_percent,detock_aborts,janus_cpu_usage_percent,janus_mem_usage_percent,janus_net_usage_percent,janus_disk_usage_percent,janus_aborts,calvin_cpu_usage_percent,calvin_mem_usage_percent,calvin_net_usage_percent,calvin_disk_usage_percent,calvin_aborts,slog_cpu_usage_percent,slog_mem_usage_percent,slog_net_usage_percent,slog_disk_usage_percent,slog_aborts,cockroachdb_cpu_usage_percent,cockroachdb_mem_usage_percent,cockroachdb_net_usage_percent,cockroachdb_disk_usage_percent,cockroachdb_aborts
0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0
0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0
0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.0
0.4,,,,,,,,,,,,,,,,,,,,,,,,,0.0
0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0
0.6,,,,,,,,,,,,,,,,,,,,,,,,,0.0
0.7,,,,,,,,,,,,,,,,,,,,,,,,,0.0
0.8,,,,,,,,,,,,,,,,,,,,,,,,,0.0
0.9,,,,,,,,,,,,,,,,,,,,,,,,,0.0
0.99,,,,,,,,,,,,,,,,,,,,,,,,,0.0
0.999,,,,,,,,,,,,,,,,,,,,,,,,,0.0
0.9999,,,,,,,,,,,,,,,,,,,,,,,,,0.0
0.9999983333333333,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999984,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999984666666667,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999985333333333,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999986,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999986666666667,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999987333333333,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999988,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999988666666667,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999989333333333,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.999999,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999990666666667,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999991333333333,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999992,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999992666666667,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999993333333334,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999994,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999994666666666,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999995333333334,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999996,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999996666666666,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999997333333334,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999998,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999998666666666,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999999333333334,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
0.9999999933333333,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
